# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1953-11-21;--:--;54.96
1953-11-22;--:--;56.74
1953-11-23;--:--;56.63
1953-11-24;--:--;56.82
1953-11-25;--:--;55.71
1953-11-26;--:--;57.53
1953-11-27;--:--;56.7
1953-11-28;--:--;52.5
1953-11-29;--:--;50.26
1953-11-30;--:--;53.76
1953-12-01;--:--;54.14
1953-12-02;--:--;52.9
1953-12-03;--:--;52.48
1953-12-04;--:--;54.36
1953-12-05;--:--;54.96
1953-12-06;--:--;52.59
1953-12-07;--:--;52.39
1953-12-08;--:--;49.59
1953-12-09;--:--;52.29
1953-12-10;--:--;51.22
1953-12-11;--:--;47.15
1953-12-12;--:--;48.81
1953-12-13;--:--;50.2
1953-12-14;--:--;51.63
1953-12-15;--:--;49.97
1953-12-16;--:--;50.56
1953-12-17;--:--;46.71
1953-12-18;--:--;47.06
1953-12-19;--:--;50.2
1953-12-20;--:--;49.76
1953-12-21;--:--;48.17
1953-12-22;--:--;47.33
1953-12-23;--:--;45.67
1953-12-24;--:--;44.57
1953-12-25;--:--;46.09
1953-12-26;--:--;44.52
1953-12-27;--:--;48.74
1953-12-28;--:--;46.57
1953-12-29;--:--;43.49
1953-12-30;--:--;44.34
1953-12-31;--:--;45.17
1954-01-01;--:--;43.45
1954-01-02;--:--;42.35
1954-01-03;--:--;42.48
1954-01-04;--:--;40.07
1954-01-05;--:--;41.77
1954-01-06;--:--;39.07
1954-01-07;--:--;41.2
1954-01-08;--:--;41.68
1954-01-09;--:--;34.69
1954-01-10;--:--;40.91
1954-01-11;--:--;33.6
1954-01-12;--:--;37.14
1954-01-13;--:--;34.21
1954-01-14;--:--;38.8
1954-01-15;--:--;35.91
1954-01-16;--:--;32.32
1954-01-17;--:--;37.8
1954-01-18;--:--;33.73
1954-01-19;--:--;35.56
1954-01-20;--:--;33.93
1954-01-21;--:--;35.28
1954-01-22;--:--;31.85
1954-01-23;--:--;34
1954-01-24;--:--;31.6
1954-01-25;--:--;34.11
1954-01-26;--:--;32.6
1954-01-27;--:--;34.1
1954-01-28;--:--;32.27
1954-01-29;--:--;30.72
1954-01-30;--:--;32.41
1954-01-31;--:--;36.76
1954-02-01;--:--;36.63
1954-02-02;--:--;31.96
1954-02-03;--:--;36.62
1954-02-04;--:--;36.29
1954-02-05;--:--;30.88
1954-02-06;--:--;33.1
1954-02-07;--:--;34.07
1954-02-08;--:--;30.25
1954-02-09;--:--;35.56
1954-02-10;--:--;37.9
1954-02-11;--:--;33.4
1954-02-12;--:--;36.4
1954-02-13;--:--;36.1
1954-02-14;--:--;37.5
1954-02-15;--:--;37.78
1954-02-16;--:--;34.32
1954-02-17;--:--;38.14
1954-02-18;--:--;37.8
1954-02-19;--:--;38.07
1954-02-20;--:--;38.52
1954-02-21;--:--;37.76
1954-02-22;--:--;37.47
1954-02-23;--:--;39.82
1954-02-24;--:--;36.13
1954-02-25;--:--;38
1954-02-26;--:--;37.76
1954-02-27;--:--;39.69
1954-02-28;--:--;39.86
1954-03-01;--:--;39.32
1954-03-02;--:--;40.16
1954-03-03;--:--;40.05
1954-03-04;--:--;42.39
1954-03-05;--:--;40.31
1954-03-06;--:--;42.43
1954-03-07;--:--;43.01
1954-03-08;--:--;42.1
1954-03-09;--:--;42.76
1954-03-10;--:--;45.91
1954-03-11;--:--;46.5
1954-03-12;--:--;45.33
1954-03-13;--:--;50
1954-03-14;--:--;49.72
1954-03-15;--:--;47.7
1954-03-16;--:--;51.07
1954-03-17;--:--;47.13
1954-03-18;--:--;48.43
1954-03-19;--:--;50.65
1954-03-20;--:--;48.22
1954-03-21;--:--;56.65
1954-03-22;--:--;53.72
1954-03-23;--:--;56.11
1954-03-24;--:--;54.57
1954-03-25;--:--;53.37
1954-03-26;--:--;54.43
1954-03-27;--:--;57.64
1954-03-28;--:--;53.92
1954-03-29;--:--;57.97
1954-03-30;--:--;59.81
1954-03-31;--:--;59.92
1954-04-01;--:--;58.94
1954-04-02;--:--;59.44
1954-04-03;--:--;59.16
1954-04-04;--:--;62.62
1954-04-05;--:--;63.12
1954-04-06;--:--;63.49
1954-04-07;--:--;63.58
1954-04-08;--:--;61.15
1954-04-09;--:--;63.9
1954-04-10;--:--;68.18
1954-04-11;--:--;64.95
1954-04-12;--:--;67.88
1954-04-13;--:--;69.25
1954-04-14;--:--;70.98
1954-04-15;--:--;69.64
1954-04-16;--:--;69.45
1954-04-17;--:--;69.28
1954-04-18;--:--;69.11
1954-04-19;--:--;71.23
1954-04-20;--:--;73.66
1954-04-21;--:--;74.34
1954-04-22;--:--;74.57
1954-04-23;--:--;79.56
1954-04-24;--:--;74.71
1954-04-25;--:--;77.74
1954-04-26;--:--;79.77
1954-04-27;--:--;77.94
1954-04-28;--:--;80.25
1954-04-29;--:--;79.46
1954-04-30;--:--;77.81
1954-05-01;--:--;82.49
1954-05-02;--:--;83.49
1954-05-03;--:--;79.27
1954-05-04;--:--;82.75
1954-05-05;--:--;85.44
1954-05-06;--:--;83.25
1954-05-07;--:--;86.06
1954-05-08;--:--;85.46
1954-05-09;--:--;84.39
1954-05-10;--:--;82.04
1954-05-11;--:--;81.6
1954-05-12;--:--;86.19
1954-05-13;--:--;82.05
1954-05-14;--:--;85.05
1954-05-15;--:--;86.97
1954-05-16;--:--;85.16
1954-05-17;--:--;87.15
1954-05-18;--:--;83.8
1954-05-19;--:--;83.95
1954-05-20;--:--;82.95
1954-05-21;--:--;85.61
1954-05-22;--:--;83.26
1954-05-23;--:--;84.24
1954-05-24;--:--;86.67
1954-05-25;--:--;83.83
1954-05-26;--:--;84.63
1954-05-27;--:--;81.91
1954-05-28;--:--;85.09
1954-05-29;--:--;80.14
1954-05-30;--:--;79.77
1954-05-31;--:--;80.45
1954-06-01;--:--;80.48
1954-06-02;--:--;77.74
1954-06-03;--:--;78.77
1954-06-04;--:--;82.35
1954-06-05;--:--;81.31
1954-06-06;--:--;77.24
1954-06-07;--:--;83.29
1954-06-08;--:--;75.77
1954-06-09;--:--;78.46
1954-06-10;--:--;77.81
1954-06-11;--:--;80.91
1954-06-12;--:--;76.74
1954-06-13;--:--;78.53
1954-06-14;--:--;77.26
1954-06-15;--:--;76.96
1954-06-16;--:--;79.3
1954-06-17;--:--;74.24
1954-06-18;--:--;78.74
1954-06-19;--:--;77.47
1954-06-20;--:--;73.88
1954-06-21;--:--;73.99
1954-06-22;--:--;73.68
1954-06-23;--:--;71.49
1954-06-24;--:--;70.65
1954-06-25;--:--;71.98
1954-06-26;--:--;72.06
1954-06-27;--:--;66.99
1954-06-28;--:--;66.85
1954-06-29;--:--;67.9
1954-06-30;--:--;66.99
1954-07-01;--:--;69.65
1954-07-02;--:--;67.42
1954-07-03;--:--;63.01
1954-07-04;--:--;65.1
1954-07-05;--:--;61.75
1954-07-06;--:--;61.47
1954-07-07;--:--;60.39
1954-07-08;--:--;60.24
1954-07-09;--:--;61.64
1954-07-10;--:--;59.54
1954-07-11;--:--;61.34
1954-07-12;--:--;58.78
1954-07-13;--:--;55.8
1954-07-14;--:--;56.22
1954-07-15;--:--;54.52
1954-07-16;--:--;55.19
1954-07-17;--:--;55.79
1954-07-18;--:--;53.67
1954-07-19;--:--;55.62
1954-07-20;--:--;50.42
1954-07-21;--:--;51.44
1954-07-22;--:--;50.31
1954-07-23;--:--;53.63
1954-07-24;--:--;53.47
1954-07-25;--:--;52.13
1954-07-26;--:--;50.06
1954-07-27;--:--;54.87
1954-07-28;--:--;54.14
1954-07-29;--:--;51.68
1954-07-30;--:--;47.91
1954-07-31;--:--;53.52
1954-08-01;--:--;49.59
1954-08-02;--:--;54.51
1954-08-03;--:--;49.3
1954-08-04;--:--;50.53
1954-08-05;--:--;48.74
1954-08-06;--:--;52.69
1954-08-07;--:--;55.86
1954-08-08;--:--;49.35
1954-08-09;--:--;49.86
1954-08-10;--:--;49.95
1954-08-11;--:--;47.89
1954-08-12;--:--;48.9
1954-08-13;--:--;49.78
1954-08-14;--:--;50.63
1954-08-15;--:--;51.26
1954-08-16;--:--;48.69
1954-08-17;--:--;47.62
1954-08-18;--:--;48.7
1954-08-19;--:--;47.14
1954-08-20;--:--;50.37
1954-08-21;--:--;46.9
1954-08-22;--:--;47.32
1954-08-23;--:--;48.9
1954-08-24;--:--;46.58
1954-08-25;--:--;51.07
1954-08-26;--:--;46.93
1954-08-27;--:--;49.69
1954-08-28;--:--;43.4
1954-08-29;--:--;47.59
1954-08-30;--:--;51.94
1954-08-31;--:--;49.4
1954-09-01;--:--;47.25
1954-09-02;--:--;47.27
1954-09-03;--:--;48.36
1954-09-04;--:--;50.51
1954-09-05;--:--;46.58
1954-09-06;--:--;48.72
1954-09-07;--:--;47.77
1954-09-08;--:--;45.81
1954-09-09;--:--;49.52
1954-09-10;--:--;47.32
1954-09-11;--:--;49.4
1954-09-12;--:--;49.18
1954-09-13;--:--;49.41
1954-09-14;--:--;49.86
1954-09-15;--:--;45.27
1954-09-16;--:--;47.41
1954-09-17;--:--;53.1
1954-09-18;--:--;49.7
1954-09-19;--:--;50.35
1954-09-20;--:--;51.2
1954-09-21;--:--;48.39
1954-09-22;--:--;50.36
1954-09-23;--:--;49.17
1954-09-24;--:--;48.84
1954-09-25;--:--;47.75
1954-09-26;--:--;48.24
1954-09-27;--:--;46.42
1954-09-28;--:--;50.14
1954-09-29;--:--;51.77
1954-09-30;--:--;50.81
1954-10-01;--:--;47.12
1954-10-02;--:--;51.8
1954-10-03;--:--;49.49
1954-10-04;--:--;47.99
1954-10-05;--:--;51.34
1954-10-06;--:--;50.32
1954-10-07;--:--;48.51
1954-10-08;--:--;49.05
1954-10-09;--:--;47.14
1954-10-10;--:--;53.41
1954-10-11;--:--;51.11
1954-10-12;--:--;51.23
1954-10-13;--:--;53.25
1954-10-14;--:--;47.21
1954-10-15;--:--;55.17
1954-10-16;--:--;49.67
1954-10-17;--:--;52.83
1954-10-18;--:--;51.41
1954-10-19;--:--;49.78
1954-10-20;--:--;52.45
1954-10-21;--:--;54.29
1954-10-22;--:--;48.92
1954-10-23;--:--;50.61
1954-10-24;--:--;53.73
1954-10-25;--:--;53.33
1954-10-26;--:--;50.78
1954-10-27;--:--;52.98
1954-10-28;--:--;54.55
1954-10-29;--:--;54.38
1954-10-30;--:--;53.07
1954-10-31;--:--;56.67
1954-11-01;--:--;56.75
1954-11-02;--:--;54.51
1954-11-03;--:--;54.42
1954-11-04;--:--;56.06
1954-11-05;--:--;54.54
1954-11-06;--:--;52.7
1954-11-07;--:--;55.27
1954-11-08;--:--;58.45
1954-11-09;--:--;54.52
1954-11-10;--:--;57.22
1954-11-11;--:--;52.75
1954-11-12;--:--;55.68
1954-11-13;--:--;54.68
1954-11-14;--:--;53.99
1954-11-15;--:--;52.85
1954-11-16;--:--;51.49
1954-11-17;--:--;55
1954-11-18;--:--;53.6
1954-11-19;--:--;55.7
1954-11-20;--:--;53.89
1954-11-21;--:--;54.71
1954-11-22;--:--;54.35
1954-11-23;--:--;53.08
1954-11-24;--:--;56.29
1954-11-25;--:--;53.97
1954-11-26;--:--;54.07
1954-11-27;--:--;52.89
1954-11-28;--:--;50.52
1954-11-29;--:--;55.24
1954-11-30;--:--;57.47
1954-12-01;--:--;54.64
1954-12-02;--:--;55.41
1954-12-03;--:--;51.58
1954-12-04;--:--;55.32
1954-12-05;--:--;53.43
1954-12-06;--:--;56.9
1954-12-07;--:--;50.3
1954-12-08;--:--;57.6
1954-12-09;--:--;52.23
1954-12-10;--:--;51.04
1954-12-11;--:--;56.39
1954-12-12;--:--;53.14
1954-12-13;--:--;51.33
1954-12-14;--:--;55.58
1954-12-15;--:--;58.35
1954-12-16;--:--;51.81
1954-12-17;--:--;51.42
1954-12-18;--:--;54.58
1954-12-19;--:--;54.14
1954-12-20;--:--;50.56
1954-12-21;--:--;51.29
1954-12-22;--:--;52.73
1954-12-23;--:--;53.11
1954-12-24;--:--;53.14
1954-12-25;--:--;51.1
1954-12-26;--:--;50.42
1954-12-27;--:--;48.4
1954-12-28;--:--;44.88
1954-12-29;--:--;51.81
1954-12-30;--:--;52.6
1954-12-31;--:--;45.54
1955-01-01;--:--;50.57
1955-01-02;--:--;46.53
1955-01-03;--:--;47.87
1955-01-04;--:--;51.04
1955-01-05;--:--;45.42
1955-01-06;--:--;45.96
1955-01-07;--:--;44.53
1955-01-08;--:--;45.82
1955-01-09;--:--;45.78
1955-01-10;--:--;47.18
1955-01-11;--:--;44.82
1955-01-12;--:--;49.54
1955-01-13;--:--;45.76
1955-01-14;--:--;45.94
1955-01-15;--:--;44.84
1955-01-16;--:--;50.14
1955-01-17;--:--;42.6
1955-01-18;--:--;41.35
1955-01-19;--:--;46.52
1955-01-20;--:--;45.89
1955-01-21;--:--;43.26
1955-01-22;--:--;46.75
1955-01-23;--:--;46.22
1955-01-24;--:--;44.75
1955-01-25;--:--;52.23
1955-01-26;--:--;47.42
1955-01-27;--:--;46.3
1955-01-28;--:--;43.8
1955-01-29;--:--;45.09
1955-01-30;--:--;48.18
1955-01-31;--:--;45.72
1955-02-01;--:--;49.49
1955-02-02;--:--;45.96
1955-02-03;--:--;42.47
1955-02-04;--:--;49.43
1955-02-05;--:--;44.63
1955-02-06;--:--;47.11
1955-02-07;--:--;46.44
1955-02-08;--:--;49.89
1955-02-09;--:--;48.8
1955-02-10;--:--;49.06
1955-02-11;--:--;49.52
1955-02-12;--:--;47.21
1955-02-13;--:--;44.91
1955-02-14;--:--;44.93
1955-02-15;--:--;44.51
1955-02-16;--:--;46.14
1955-02-17;--:--;48.77
1955-02-18;--:--;48.47
1955-02-19;--:--;49.65
1955-02-20;--:--;47.53
1955-02-21;--:--;49.35
1955-02-22;--:--;49.15
1955-02-23;--:--;53.89
1955-02-24;--:--;50.25
1955-02-25;--:--;52.07
1955-02-26;--:--;50.03
1955-02-27;--:--;51.51
1955-02-28;--:--;53.13
1955-03-01;--:--;51.21
1955-03-02;--:--;52
1955-03-03;--:--;55.27
1955-03-04;--:--;51.75
1955-03-05;--:--;54.68
1955-03-06;--:--;56.81
1955-03-07;--:--;54.43
1955-03-08;--:--;53.32
1955-03-09;--:--;57.04
1955-03-10;--:--;59.27
1955-03-11;--:--;55.7
1955-03-12;--:--;59.13
1955-03-13;--:--;58.95
1955-03-14;--:--;66.78
1955-03-15;--:--;62.71
1955-03-16;--:--;58.48
1955-03-17;--:--;61.73
1955-03-18;--:--;63.37
1955-03-19;--:--;63.66
1955-03-20;--:--;66.7
1955-03-21;--:--;65.81
1955-03-22;--:--;66.11
1955-03-23;--:--;69.19
1955-03-24;--:--;67.42
1955-03-25;--:--;73.02
1955-03-26;--:--;66.51
1955-03-27;--:--;68.95
1955-03-28;--:--;66.63
1955-03-29;--:--;73.39
1955-03-30;--:--;74.58
1955-03-31;--:--;71.48
1955-04-01;--:--;74.21
1955-04-02;--:--;78.05
1955-04-03;--:--;77.61
1955-04-04;--:--;73.55
1955-04-05;--:--;75.9
1955-04-06;--:--;78.24
1955-04-07;--:--;81.49
1955-04-08;--:--;80.73
1955-04-09;--:--;80.75
1955-04-10;--:--;81.29
1955-04-11;--:--;84.89
1955-04-12;--:--;84.86
1955-04-13;--:--;85.43
1955-04-14;--:--;88.11
1955-04-15;--:--;90.52
1955-04-16;--:--;87.18
1955-04-17;--:--;89.46
1955-04-18;--:--;87.48
1955-04-19;--:--;91.39
1955-04-20;--:--;93.73
1955-04-21;--:--;94.77
1955-04-22;--:--;94.35
1955-04-23;--:--;95.71
1955-04-24;--:--;96.7
1955-04-25;--:--;100.4
1955-04-26;--:--;102.35
1955-04-27;--:--;99.19
1955-04-28;--:--;103.86
1955-04-29;--:--;102.46
1955-04-30;--:--;102.44
1955-05-01;--:--;105.05
1955-05-02;--:--;104.54
1955-05-03;--:--;102.21
1955-05-04;--:--;104.85
1955-05-05;--:--;109.21
1955-05-06;--:--;109.37
1955-05-07;--:--;107.81
1955-05-08;--:--;115.05
1955-05-09;--:--;111.63
1955-05-10;--:--;113.37
1955-05-11;--:--;116.24
1955-05-12;--:--;112.15
1955-05-13;--:--;117.95
1955-05-14;--:--;116.19
1955-05-15;--:--;115.84
1955-05-16;--:--;119.94
1955-05-17;--:--;123.02
1955-05-18;--:--;119.68
1955-05-19;--:--;122.13
1955-05-20;--:--;123.15
1955-05-21;--:--;121.14
1955-05-22;--:--;123.01
1955-05-23;--:--;123.85
1955-05-24;--:--;126.32
1955-05-25;--:--;127.78
1955-05-26;--:--;129.8
1955-05-27;--:--;128.19
1955-05-28;--:--;128.66
1955-05-29;--:--;128.89
1955-05-30;--:--;130.55
1955-05-31;--:--;130.02
1955-06-01;--:--;131.79
1955-06-02;--:--;137.58
1955-06-03;--:--;135.59
1955-06-04;--:--;130.68
1955-06-05;--:--;136.21
1955-06-06;--:--;132.31
1955-06-07;--:--;134.55
1955-06-08;--:--;136.17
1955-06-09;--:--;136.32
1955-06-10;--:--;138
1955-06-11;--:--;137.11
1955-06-12;--:--;131.02
1955-06-13;--:--;136.68
1955-06-14;--:--;138.48
1955-06-15;--:--;137.72
1955-06-16;--:--;141.76
1955-06-17;--:--;137.87
1955-06-18;--:--;138.17
1955-06-19;--:--;135.83
1955-06-20;--:--;137
1955-06-21;--:--;135.34
1955-06-22;--:--;141.48
1955-06-23;--:--;137.36
1955-06-24;--:--;137.81
1955-06-25;--:--;135.04
1955-06-26;--:--;137.63
1955-06-27;--:--;137.68
1955-06-28;--:--;136.24
1955-06-29;--:--;135.33
1955-06-30;--:--;137.29
1955-07-01;--:--;138.74
1955-07-02;--:--;133.81
1955-07-03;--:--;139.29
1955-07-04;--:--;139.62
1955-07-05;--:--;138.12
1955-07-06;--:--;136.47
1955-07-07;--:--;134.48
1955-07-08;--:--;137.03
1955-07-09;--:--;133.81
1955-07-10;--:--;135.51
1955-07-11;--:--;135.67
1955-07-12;--:--;135.7
1955-07-13;--:--;134.14
1955-07-14;--:--;134.85
1955-07-15;--:--;130.39
1955-07-16;--:--;134.38
1955-07-17;--:--;131.26
1955-07-18;--:--;130.16
1955-07-19;--:--;129.84
1955-07-20;--:--;128.96
1955-07-21;--:--;131
1955-07-22;--:--;130.1
1955-07-23;--:--;132.52
1955-07-24;--:--;128.22
1955-07-25;--:--;127
1955-07-26;--:--;123.16
1955-07-27;--:--;124.33
1955-07-28;--:--;125.35
1955-07-29;--:--;124.6
1955-07-30;--:--;122.58
1955-07-31;--:--;121.28
1955-08-01;--:--;121.93
1955-08-02;--:--;120.9
1955-08-03;--:--;120.55
1955-08-04;--:--;120.51
1955-08-05;--:--;119.5
1955-08-06;--:--;119.08
1955-08-07;--:--;116.02
1955-08-08;--:--;117.29
1955-08-09;--:--;113.87
1955-08-10;--:--;114.01
1955-08-11;--:--;113.84
1955-08-12;--:--;114.16
1955-08-13;--:--;110.08
1955-08-14;--:--;110.25
1955-08-15;--:--;106.73
1955-08-16;--:--;115.89
1955-08-17;--:--;105.08
1955-08-18;--:--;108.09
1955-08-19;--:--;108.63
1955-08-20;--:--;106.38
1955-08-21;--:--;105.8
1955-08-22;--:--;106.49
1955-08-23;--:--;102.66
1955-08-24;--:--;104.23
1955-08-25;--:--;102.52
1955-08-26;--:--;100.31
1955-08-27;--:--;101.34
1955-08-28;--:--;102.15
1955-08-29;--:--;100.86
1955-08-30;--:--;101.3
1955-08-31;--:--;99.18
1955-09-01;--:--;94.16
1955-09-02;--:--;98
1955-09-03;--:--;96.34
1955-09-04;--:--;93.77
1955-09-05;--:--;97.32
1955-09-06;--:--;94.87
1955-09-07;--:--;96.06
1955-09-08;--:--;90.92
1955-09-09;--:--;91.35
1955-09-10;--:--;91.46
1955-09-11;--:--;93.48
1955-09-12;--:--;92.5
1955-09-13;--:--;87.32
1955-09-14;--:--;91.79
1955-09-15;--:--;94.18
1955-09-16;--:--;92.02
1955-09-17;--:--;89.49
1955-09-18;--:--;88.47
1955-09-19;--:--;87.38
1955-09-20;--:--;84.4
1955-09-21;--:--;86.4
1955-09-22;--:--;87.17
1955-09-23;--:--;86.25
1955-09-24;--:--;82.54
1955-09-25;--:--;77.85
1955-09-26;--:--;80.78
1955-09-27;--:--;82.1
1955-09-28;--:--;81.07
1955-09-29;--:--;77.77
1955-09-30;--:--;78.81
1955-10-01;--:--;79.3
1955-10-02;--:--;77.33
1955-10-03;--:--;79.11
1955-10-04;--:--;74.41
1955-10-05;--:--;74.02
1955-10-06;--:--;75.05
1955-10-07;--:--;75.24
1955-10-08;--:--;72.19
1955-10-09;--:--;72.29
1955-10-10;--:--;69.51
1955-10-11;--:--;72.53
1955-10-12;--:--;70.39
1955-10-13;--:--;73.3
1955-10-14;--:--;74.04
1955-10-15;--:--;71.73
1955-10-16;--:--;69.91
1955-10-17;--:--;64.7
1955-10-18;--:--;63.73
1955-10-19;--:--;65.76
1955-10-20;--:--;63.01
1955-10-21;--:--;66.87
1955-10-22;--:--;62.17
1955-10-23;--:--;63.12
1955-10-24;--:--;64.72
1955-10-25;--:--;63.28
1955-10-26;--:--;65.59
1955-10-27;--:--;62.22
1955-10-28;--:--;60.9
1955-10-29;--:--;66.51
1955-10-30;--:--;63.77
1955-10-31;--:--;64.9
1955-11-01;--:--;64.29
1955-11-02;--:--;65.36
1955-11-03;--:--;64.89
1955-11-04;--:--;61.85
1955-11-05;--:--;64.63
1955-11-06;--:--;62.56
1955-11-07;--:--;64.58
1955-11-08;--:--;65.01
1955-11-09;--:--;62.91
1955-11-10;--:--;66.4
1955-11-11;--:--;65.18
1955-11-12;--:--;67.15
1955-11-13;--:--;64.1
1955-11-14;--:--;65.94
1955-11-15;--:--;66.78
1955-11-16;--:--;65.93
1955-11-17;--:--;67.05
1955-11-18;--:--;65.17
1955-11-19;--:--;70.29
1955-11-20;--:--;69.63
1955-11-21;--:--;74.57
1955-11-22;--:--;70.88
1955-11-23;--:--;68.8
1955-11-24;--:--;72.58
1955-11-25;--:--;73.62
1955-11-26;--:--;71.1
1955-11-27;--:--;73.54
1955-11-28;--:--;73.58
1955-11-29;--:--;74.37
1955-11-30;--:--;74.78
1955-12-01;--:--;78.53
1955-12-02;--:--;74.07
1955-12-03;--:--;77.18
1955-12-04;--:--;73.61
1955-12-05;--:--;76.65
1955-12-06;--:--;78.32
1955-12-07;--:--;79.68
1955-12-08;--:--;78.77
1955-12-09;--:--;77.95
1955-12-10;--:--;77.86
1955-12-11;--:--;79.88
1955-12-12;--:--;78.32
1955-12-13;--:--;80.09
1955-12-14;--:--;81.08
1955-12-15;--:--;81.72
1955-12-16;--:--;80.14
1955-12-17;--:--;81.48
1955-12-18;--:--;82.32
1955-12-19;--:--;80.12
1955-12-20;--:--;82
1955-12-21;--:--;81.99
1955-12-22;--:--;81.69
1955-12-23;--:--;87.23
1955-12-24;--:--;87.41
1955-12-25;--:--;80.59
1955-12-26;--:--;82.35
1955-12-27;--:--;87.33
1955-12-28;--:--;85.28
1955-12-29;--:--;90.94
1955-12-30;--:--;89.15
1955-12-31;--:--;88.03
1956-01-01;--:--;86.32
1956-01-02;--:--;85.77
1956-01-03;--:--;85.85
1956-01-04;--:--;88.59
1956-01-05;--:--;87.44
1956-01-06;--:--;87.93
1956-01-07;--:--;88.79
1956-01-08;--:--;91.45
1956-01-09;--:--;91.54
1956-01-10;--:--;89.87
1956-01-11;--:--;89.45
1956-01-12;--:--;92.54
1956-01-13;--:--;88.34
1956-01-14;--:--;89.86
1956-01-15;--:--;90.17
1956-01-16;--:--;87.25
1956-01-17;--:--;85.98
1956-01-18;--:--;89.16
1956-01-19;--:--;88.55
1956-01-20;--:--;84.99
1956-01-21;--:--;85.54
1956-01-22;--:--;88.4
1956-01-23;--:--;85.67
1956-01-24;--:--;83.74
1956-01-25;--:--;85.5
1956-01-26;--:--;87.2
1956-01-27;--:--;86.14
1956-01-28;--:--;85.86
1956-01-29;--:--;83.77
1956-01-30;--:--;86.47
1956-01-31;--:--;82.81
1956-02-01;--:--;83.06
1956-02-02;--:--;81.45
1956-02-03;--:--;82.15
1956-02-04;--:--;79.46
1956-02-05;--:--;84.03
1956-02-06;--:--;81.68
1956-02-07;--:--;78.18
1956-02-08;--:--;83.86
1956-02-09;--:--;81.06
1956-02-10;--:--;83.19
1956-02-11;--:--;82.06
1956-02-12;--:--;77.31
1956-02-13;--:--;78.83
1956-02-14;--:--;77.28
1956-02-15;--:--;82.91
1956-02-16;--:--;77.59
1956-02-17;--:--;83.31
1956-02-18;--:--;82.05
1956-02-19;--:--;75.53
1956-02-20;--:--;75.96
1956-02-21;--:--;77.98
1956-02-22;--:--;78.45
1956-02-23;--:--;82.56
1956-02-24;--:--;78.6
1956-02-25;--:--;79.28
1956-02-26;--:--;74.56
1956-02-27;--:--;77.47
1956-02-28;--:--;75.81
1956-02-29;--:--;76.4
1956-03-01;--:--;79.96
1956-03-02;--:--;78.96
1956-03-03;--:--;79.02
1956-03-04;--:--;75
1956-03-05;--:--;74.74
1956-03-06;--:--;73.13
1956-03-07;--:--;79.2
1956-03-08;--:--;78.65
1956-03-09;--:--;77.11
1956-03-10;--:--;77.7
1956-03-11;--:--;75.26
1956-03-12;--:--;75.46
1956-03-13;--:--;77.2
1956-03-14;--:--;78.82
1956-03-15;--:--;78.21
1956-03-16;--:--;78.75
1956-03-17;--:--;78.52
1956-03-18;--:--;77.47
1956-03-19;--:--;74.15
1956-03-20;--:--;80.78
1956-03-21;--:--;77.25
1956-03-22;--:--;79.21
1956-03-23;--:--;79.06
1956-03-24;--:--;77.84
1956-03-25;--:--;78.61
1956-03-26;--:--;79.97
1956-03-27;--:--;78.02
1956-03-28;--:--;77.19
1956-03-29;--:--;82.65
1956-03-30;--:--;79.87
1956-03-31;--:--;82.94
1956-04-01;--:--;80.27
1956-04-02;--:--;82.21
1956-04-03;--:--;82.61
1956-04-04;--:--;84.62
1956-04-05;--:--;83.23
1956-04-06;--:--;83.25
1956-04-07;--:--;84.11
1956-04-08;--:--;85.13
1956-04-09;--:--;84.68
1956-04-10;--:--;87.92
1956-04-11;--:--;88.67
1956-04-12;--:--;85.61
1956-04-13;--:--;90.35
1956-04-14;--:--;85.06
1956-04-15;--:--;90.47
1956-04-16;--:--;87.98
1956-04-17;--:--;89.32
1956-04-18;--:--;91.15
1956-04-19;--:--;91.85
1956-04-20;--:--;90.32
1956-04-21;--:--;89.44
1956-04-22;--:--;87.57
1956-04-23;--:--;92.32
1956-04-24;--:--;93.6
1956-04-25;--:--;93.29
1956-04-26;--:--;93.13
1956-04-27;--:--;93.55
1956-04-28;--:--;93.06
1956-04-29;--:--;95.07
1956-04-30;--:--;93.2
1956-05-01;--:--;94.48
1956-05-02;--:--;94.46
1956-05-03;--:--;96.78
1956-05-04;--:--;94.82
1956-05-05;--:--;99.27
1956-05-06;--:--;100.64
1956-05-07;--:--;102.43
1956-05-08;--:--;100.7
1956-05-09;--:--;101.32
1956-05-10;--:--;101.65
1956-05-11;--:--;101.41
1956-05-12;--:--;102.61
1956-05-13;--:--;106.57
1956-05-14;--:--;108.21
1956-05-15;--:--;104.82
1956-05-16;--:--;106.08
